analysis,candidate_studies,matched_studies,unmatched_studies,pooled_original_kappa,pooled_original_ci_lower,pooled_original_ci_upper,pooled_v2019_kappa,pooled_v2019_ci_lower,pooled_v2019_ci_upper,beta_difference_z,beta_difference_ci_lower_z,beta_difference_ci_upper_z,p_value,approximate_kappa_difference,approximate_kappa_difference_ci_lower,approximate_kappa_difference_ci_upper,raw_mean_kappa_difference
Exact within-study matched version comparison,13,13,,0.5206916747245779,0.4155505068837599,0.6121013031225734,0.5718130295950414,0.4730330462080436,0.6563958708850335,0.08331105828209819,-0.015921204898766694,0.18254332146296307,0.09986677446990673,0.05807043182082283,-0.011700660994799383,0.12028606315237433,0.04823076923076924
