analysis,effects,studies,clusters,original_effects,v2019_effects,beta_z,se_z,df,p_value,ci_lower_z,ci_upper_z,original_reference_kappa,approximate_kappa_difference,approximate_kappa_difference_ci_lower,approximate_kappa_difference_ci_upper
CT-only inter-reader version meta-regression,55,23,23,33,22,-0.027455393749082922,0.04216874223240809,5.185117438195716,0.5427431008693369,-0.13469986684996396,0.07978907935179813,0.7172996068756448,-0.0135933684590821,-0.0719076149277944,0.03656578300844715
