comparison_id,study_id,comparison_type,modality_1,modality_2,version_1,version_2,n_readers,reader_1_specialty,reader_1_experience_yrs,reader_2_specialty,reader_2_experience_yrs,blinding,reading_session_type,n_cysts,n_categories,categories_used,collapsing_scheme,kappa_type,weight_scheme,kappa,kappa_se,ci_lower,ci_upper,observed_agreement,gwet_ac1,gwet_ac2,icc,icc_type,krippendorff_alpha,has_raw_table,exclude,metric_note,std_modality_1,std_modality_2,std_version_1,std_version_2,reader_structure,variation_axis,dep_id,sensitivity_flags,analytic_stratum,opes_rank,opes_include,opes_basis,opes_exclude_reason,exp_mean,specialty_group,blinding_reported,study_design_cat,region
C336,Frumer_2021,inter-reader,CECT,,modified Bosniak,,4,,,,,,,7,2,"CECT, binary",,Krippendorff_alpha,unweighted,,,0,0.81,,,,,,0.26,0,,,CT,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample;wide_ci,inter-reader,-0.14,0,,duplicate_within_study,,,unclear,retrospective,Asia
C337,Frumer_2021,inter-reader,MRI,,modified Bosniak,,4,,,,,,,7,2,"MRI, binary",,Krippendorff_alpha,unweighted,,,0,0.3,,,,,,0,0,,,MRI,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample,inter-reader,-0.14,0,,duplicate_within_study,,,unclear,retrospective,Asia
C339,Járay_2023,inter-modality,MV-flow,CEUS (unweighted),2005,,1,,,,,,,28,6,"B1, B2, B2F, B3, B4, mass",,Fleiss,unweighted,0.721,0.101,0.523,0.919,,,,,,,1,,,MV_flow,CEUS,unspecified,unspecified,single,modality;version;n_categories;n_cysts;weight,Járay_2023_c2,small_sample,technical-comparison,4.72,0,sole_estimate,reclassified_technical_comparison,,,unclear,retrospective,Europe
C340,Járay_2023,inter-modality,MV-flow,CEUS binary (benign,2005,,1,,,,,,,92,2,benign vs malignant,,Fleiss,unweighted,0.811,,,,,,,,,,0,not_bosniak_category_agreement,,MV_flow,CEUS,unspecified,unspecified,single,modality;version;n_categories;n_cysts;weight,Járay_2023_c1,no_ci,inter-modality,4.08,0,single_direct,,,,unclear,retrospective,Europe
C343,Járay_2023,inter-modality,CE-MV-flow,CEUS,2005,,1,,,,,,,16,6,"B1, B2, B2F, B3, B4, mass",,Fleiss,unspecified,0.79,,,,,,,,,,0,,weight_not_specified,MV_flow,CEUS,unspecified,unspecified,single,modality;version;n_categories;n_cysts;weight,Járay_2023_c1,no_ci;weight_not_specified,technical-comparison,5.08,0,,lower_priority,,,unclear,retrospective,Europe
C344,Járay_2023,inter-modality,MV-flow,CEUS (16 cases subgroup),2005,,1,,,,,,,16,6,"B1, B2, B2F, B3, B4, mass",,Fleiss,unspecified,0.69,,,,,,,,,,0,,weight_not_specified,MV_flow,CEUS,unspecified,unspecified,single,modality;version;n_categories;n_cysts;weight,Járay_2023_c1,no_ci;weight_not_specified,technical-comparison,5.08,0,,lower_priority,,,unclear,retrospective,Europe
C348,Lee_2020,inter-reader,CEUS,,2019,,2,genitourinary radiology,10 years,senior radiology resident,4 years,,,54,5,"I, II, IIF, III, IV",,Cohen_weighted,weighted_unspecified,0.49,,0.28,0.7,0.704,,,,,,0,,weight_not_specified,CEUS,,v2019,v2019,single_pair,modality,Lee_2020_c1,weight_not_specified,inter-reader,10.46,0,,lower_modality_priority,7.0,mixed,unclear,retrospective,Asia
C349,Lee_2020,inter-reader,CECT,,2019,,2,genitourinary radiology,10 years,senior radiology resident,4 years,,,54,5,"I, II, IIF, III, IV",,Cohen_weighted,weighted_unspecified,0.36,,0.15,0.56,0.593,,,,,,0,,weight_not_specified,CT,,v2019,v2019,single_pair,modality,Lee_2020_c1,weight_not_specified,inter-reader,10.46,1,single_pair_direct,,7.0,mixed,unclear,retrospective,Asia
C350,Lee_2020,inter-modality,CEUS,CECT,2019,,2,genitourinary radiology,10 years,senior radiology resident,4 years,,,54,5,"I, II, IIF, III, IV",,Cohen_weighted,weighted_unspecified,0.24,,0.04,0.44,,,,,,,0,,weight_not_specified,CEUS,CT,v2019,v2019,single,reader_pair,Lee_2020_c1,weight_not_specified,inter-modality,5.46,1,single_direct,,7.0,mixed,unclear,retrospective,Asia
C351,Lee_2020,inter-modality,CEUS,CECT,2019,,2,genitourinary radiology,10 years,senior radiology resident,4 years,,,54,5,"I, II, IIF, III, IV",,Cohen_weighted,weighted_unspecified,0.37,,0.16,0.58,,,,,,,0,,weight_not_specified,CEUS,CT,v2019,v2019,single,reader_pair,Lee_2020_c1,weight_not_specified,inter-modality,5.46,0,,duplicate_within_study,7.0,mixed,unclear,retrospective,Asia
C352,Tshering_Vogel_2021,inter-modality,CEUS,CT,2005,,1,,,,,,,65,5,CEUS vs CT all categories,,Cohen_unweighted,unweighted,0.389,0.056,,,0.51,,,,,,1,,,CEUS,CT,unspecified,original,single,modality;n_categories,Tshering Vogel_2021_c1,,inter-modality,4.35,1,single_direct,,,,unclear,prospective,Europe
C353,Tshering_Vogel_2021,inter-modality,CEUS,CT,2005,,1,,,,,,,65,2,CEUS vs CT surgical vs non-surgical,,Cohen_unweighted,unweighted,0.31,0.09,,,,,,,,,1,supplementary_collapsed,,CEUS,CT,unspecified,original,single,modality;n_categories,Tshering Vogel_2021_c1,,inter-modality,4.35,0,,duplicate_within_study,,,unclear,prospective,Europe
C354,Tshering_Vogel_2021,inter-modality,MRI,CT,2005,,1,,,,,,,65,5,MRI vs CT all categories,,Cohen_unweighted,unweighted,0.708,0.071,,,0.8,,,,,,1,,,MRI,CT,original,original,single,modality;n_categories,Tshering Vogel_2021_c1,,inter-modality,4.35,0,,lower_modality_priority,,,unclear,prospective,Europe
C355,Tshering_Vogel_2021,inter-modality,MRI,CT,2005,,1,,,,,,,65,2,MRI vs CT surgical vs non-surgical,,Cohen_unweighted,unweighted,0.88,0.12,,,0.939,,,,,,1,supplementary_collapsed,,MRI,CT,original,original,single,modality;n_categories,Tshering Vogel_2021_c1,,inter-modality,4.35,0,,duplicate_within_study,,,unclear,prospective,Europe
C356,Urraro_2026,inter-modality,SMI,CEUS,2019,,2,,,,,,,92,5,"I, II, IIF, III, IV (Bosniak 2019)",,Cohen,unspecified,0.84,,0.76,0.91,0.837,,,,,,0,,weight_not_specified,SMI,CEUS,v2019,v2019,single,none,Urraro_2026_c1,,technical-comparison,4.08,1,sole_estimate,,,,unclear,retrospective,Europe
C357,Urraro_2026,inter-reader,SMI,,2019,,2,,,,,,,92,5,"I, II, IIF, III, IV (Bosniak 2019)",,Cohen,unspecified,0.88,,,,,,,,,,0,,weight_not_specified,SMI,,v2019,v2019,pairwise,modality,Urraro_2026_c1,no_ci,inter-reader,29.08,0,,lower_modality_priority,,,unclear,retrospective,Europe
C358,Urraro_2026,inter-reader,SMI,,2019,,2,,,,,,,92,5,"I, II, IIF, III, IV (Bosniak 2019)",,Cohen,unspecified,0.76,,,,,,,,,,0,,weight_not_specified,SMI,,v2019,v2019,pairwise,modality,Urraro_2026_c1,no_ci,inter-reader,29.08,0,,pairwise_aggregated_to_median,,,unclear,retrospective,Europe
C359,Urraro_2026,inter-reader,CEUS,,2019,,2,,,,,,,92,5,"I, II, IIF, III, IV (Bosniak 2019)",,Cohen,unspecified,0.91,,,,,,,,,,0,,weight_not_specified,CEUS,,v2019,v2019,pairwise,modality,Urraro_2026_c1,no_ci,inter-reader,29.08,0,median_synthetic:0.8650,unsupported_main_mapping,,,unclear,retrospective,Europe
C360,Urraro_2026,inter-reader,CEUS,,2019,,2,,,,,,,92,5,"I, II, IIF, III, IV (Bosniak 2019)",,Cohen,unspecified,0.82,,,,,,,,,,0,,weight_not_specified,CEUS,,v2019,v2019,pairwise,modality,Urraro_2026_c1,no_ci,inter-reader,29.08,0,,pairwise_aggregated_to_median,,,unclear,retrospective,Europe
C361,Urraro_2026,intra-reader,SMI,,2019,,2,,,,,,,20,5,"I, II, IIF, III, IV (Bosniak 2019)",,ICC,not_applicable,,,,,,,,0.91,unspecified,,0,,,SMI,,v2019,v2019,single,modality,Urraro_2026_c1,no_ci,intra-reader,4.08,0,,lower_modality_priority,,,unclear,retrospective,Europe
C362,Urraro_2026,intra-reader,CEUS,,2019,,2,,,,,,,20,5,"I, II, IIF, III, IV (Bosniak 2019)",,ICC,not_applicable,,,,,,,,0.94,unspecified,,0,,,CEUS,,v2019,v2019,single,modality,Urraro_2026_c1,no_ci,intra-reader,4.08,0,single_direct,non_kappa_descriptive,,,unclear,retrospective,Europe
C363,Verzotti_2019,inter-reader,CT,,Not specified,,2,,,,,,,36,5,Bosniak categories,,Cohen_weighted,weighted_unspecified,0.75,,,,,,,,,,0,,weight_not_specified,CT,,unspecified,unspecified,single_pair,modality,Verzotti_2019_c1,no_ci;weight_not_specified,inter-reader,10.64,1,single_pair_direct,,,,unclear,retrospective,Europe
C364,Verzotti_2019,inter-reader,MRI,,Not specified,,2,,,,,,,36,5,Bosniak categories,,Cohen_weighted,weighted_unspecified,0.86,,,,,,,,,,0,,weight_not_specified,MRI,,unspecified,unspecified,single_pair,modality,Verzotti_2019_c1,no_ci;weight_not_specified,inter-reader,10.64,0,,duplicate_within_study,,,unclear,retrospective,Europe
C365,Verzotti_2019,inter-reader,CEUS,,Not specified,,2,,,,,,,36,5,Bosniak categories,,Cohen_weighted,weighted_unspecified,0.79,,,,,,,,,,0,,weight_not_specified,CEUS,,unspecified,unspecified,single_pair,modality,Verzotti_2019_c1,no_ci;weight_not_specified,inter-reader,10.64,0,,duplicate_within_study,,,unclear,retrospective,Europe
C366,Verzotti_2019,inter-modality,CT/MRI/CEUS,,2005,,1,,,,,,,,2,surgical vs non-surgical,,percent_agreement,,,,,,0.83,,,,,,,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C367,Verzotti_2019,inter-modality,CT/MRI/CEUS,,2005,,1,,,,,,,,2,surgical vs non-surgical,,percent_agreement,,,,,,0.78,,,,,,,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C370,Jin_2026,inter-modality,CECT,CEUS (senior radiologist group),v2019,EFSUMB 2020,3,,,,,,,103,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,unweighted,,,0.71,0.874,,0.792,0.792,,,,0,,,CT,CEUS,v2019,EFSUMB,subgroup,n_readers,Jin_2026_c1,,inter-modality,18.97,1,subgroup_direct,,,,unclear,retrospective,Asia
C371,Jin_2026,inter-modality,CECT,CEUS (junior radiologist group),v2019,EFSUMB 2020,3,,,,,,,103,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,unweighted,,,0.595,0.812,,0.703,0.703,,,,0,,,CT,CEUS,v2019,EFSUMB,subgroup,n_readers,Jin_2026_c1,,inter-modality,18.97,0,,duplicate_within_study,,,unclear,retrospective,Asia
C372,Jin_2026,inter-reader,CEUS (senior group),CEUS (junior group),EFSUMB 2020,EFSUMB 2020,6,,,,,,,103,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,unweighted,,,0.683,0.843,,0.763,0.763,,,,0,,,CEUS,CEUS,EFSUMB,EFSUMB,pooled,n_readers,Jin_2026_c1,,inter-reader,-1.03,1,pooled_direct,,,,unclear,retrospective,Asia
C382,Sun_2023,inter-reader,CEUS,CEUS,2005,2005,2,,10 years,,1 year,,,212,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.448,,,,,,,,,,0,,weight_not_specified,CEUS,CEUS,original,original,single_pair,version;n_categories;n_cysts;weight,Sun_2023_c1,no_ci,inter-reader,7.88,,,lower_priority_version_within_study,5.5,,unclear,retrospective,Asia
C383,Sun_2023,inter-reader,CEUS,CEUS,2019,2019,2,,10 years,,1 year,,,166,6,"['I', 'II', 'IIF', 'III', 'IV', 'Unclassifiable']",,Cohen,unspecified,0.642,,,,,,,,,,0,,weight_not_specified,CEUS,CEUS,v2019,v2019,single_pair,version;n_categories;n_cysts;weight,Sun_2023_c2,no_ci,inter-reader,8.34,0,,lower_priority,5.5,,unclear,retrospective,Asia
C384,Sun_2023,inter-reader,CEUS,CEUS,2005,2005,2,,10 years,,1 year,,,166,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.376,,,,,,,,,,0,,weight_not_specified,CEUS,CEUS,original,original,single_pair,version;n_categories;n_cysts;weight,Sun_2023_c2,no_ci,inter-reader,8.34,0,,lower_priority,5.5,,unclear,retrospective,Asia
C385,Sun_2023,inter-version,CEUS,CEUS,2005,2019,1,,,,,,,212,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.568,,,,,,,,,,0,,weight_not_specified,CEUS,CEUS,original,v2019,single,n_cysts,Sun_2023_c1,no_ci,inter-version,2.88,1,single_direct,,,,unclear,retrospective,Asia
C386,Sun_2023,inter-version,CEUS,CEUS,2005,2019,1,,,,,,,212,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.628,,,,,,,,,,0,,weight_not_specified,CEUS,CEUS,original,v2019,single,n_cysts,Sun_2023_c1,no_ci,inter-version,2.88,0,,duplicate_within_study,,,unclear,retrospective,Asia
C387,Sun_2023,inter-version,CEUS,CEUS,2005,2019,1,,,,,,,166,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.517,,,,,,,,,,0,,weight_not_specified,CEUS,CEUS,original,v2019,single,n_cysts,Sun_2023_c2,no_ci,inter-version,3.34,0,,lower_priority,,,unclear,retrospective,Asia
C388,Sun_2023,inter-version,CEUS,CEUS,2005,2019,1,,,,,,,166,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.622,,,,,,,,,,0,,weight_not_specified,CEUS,CEUS,original,v2019,single,n_cysts,Sun_2023_c2,no_ci,inter-version,3.34,0,,lower_priority,,,unclear,retrospective,Asia
C389,Angelini_2019,inter-modality,CT,CEUS,,,,,,,,,,65,5,"['I', 'II', 'IIF', 'III', 'IV']",,not reported,,,,,,0.5385,,,,,,,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C390,Angelini_2021,inter-version,CEUS,,Bosniak original,Bosniak v2019,1,,,,,,,97,2,"['<=IIF (benign)', '>=III (malignant)']",,Cohen_unweighted,unweighted,0.8724,,,,0.9381,,,,,,1,supplementary_collapsed,,CEUS,,original,v2019,single,n_categories,Angelini2021_c1,no_ci,inter-version,4.03,0,,dichotomized_lower_information,,,unclear,retrospective,Europe
C391,Angelini_2021,inter-version,CEUS,,Bosniak original,Bosniak v2019,1,,,,,,,97,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.32,,,,,,,,,,0,,,CEUS,,original,v2019,single,n_categories,Angelini2021_c1,no_ci,inter-version,4.03,1,single_direct,,,,unclear,retrospective,Europe
C392,Oon_2018,inter-modality,CT (or MRI),CEUS,,,1,,,,,,,21,4,"['II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,0.3046,,,,0.5238,,,,,,1,,derived_from_table,CT_MRI,CEUS,original,modified,single,none,Oon2018_c1,derived_from_table;no_ci;small_sample,inter-modality,5.79,1,sole_estimate,,,,unclear,retrospective,Europe
C393,Reizine_2024,inter-modality,rsDECT,MRI,v2019,v2019,1,Radiologist (abdominal imaging),"5 years (consensus, both readers)",,,,,127,6,"['1', '2', '2F', '3', '4', 'Solid']",,Cohen_unweighted,unweighted,0.7672,,,,0.8504,,,,,,1,,derived_from_table,DECT,MRI,v2019,v2019,single,none,Reizine2024_c1,no_ci,inter-modality,3.73,1,sole_estimate,,5.0,subspecialty,unclear,retrospective,Europe
C394,Ignee_2010,inter-modality,CECT,CEUS,,,1,,,,,,,10,3,"['II', 'III', 'IV']",,Cohen_unweighted,unweighted,0.2188,,,,0.5,,,,,,1,,derived_from_table,CT,CEUS,original,modified,single,none,Ignee2010_c1,small_sample;derived_from_table;no_ci,inter-modality,5.9,1,sole_estimate,,,,unclear,prospective,Europe
C395,Park_2007,inter-modality,CT,CEUS,,,2,Radiologist (cross-sectional imaging),15 years,Radiologist (cross-sectional imaging),20 years,,,31,5,"I, II, IIF, III, IV",,Cohen_unweighted,unweighted,0.502,,,,0.742,,,,,,1,,derived_from_table,CT,CEUS,original,unspecified,single,none,Park_2007_c1,derived_from_table;no_ci,inter-modality,5.69,1,sole_estimate,,17.5,general,unclear,retrospective,Asia
C396,Anshulmeena_2026,inter-modality,CT,MRI,2019,2019,1,,,,,,,50,5,"I, II, IIF, III, IV",,Cohen_unweighted,unweighted,0.8625,,,,0.9,,,,,,1,,derived_from_table,CT,MRI,v2019,v2019,single,none,Anshulmeena_2026_c1,no_ci,inter-modality,4.5,1,sole_estimate,,,,unclear,,Asia
C397,Chandrasekar_2023,inter-version,CT/MRI,,P2019B (pre-2019),B2019 (v2019),1,radiology,,,,,,20,3,"IIF, III, IV",,Cohen_unweighted,unweighted,0.6748,,,,0.9,,,,,,1,,derived_from_table,CT_MRI,,original,v2019,single,none,Chandrasekar_2023_c1,derived_from_table;no_ci;small_sample,inter-version,5.8,1,sole_estimate,,,general,unclear,prospective,North_America
C398,Gomma_2023,inter-version,MRI (3T),,Original (v2005),v2019,2,,,,,,,84,4,"II, IIF, III, IV",,Cohen_unweighted,unweighted,0.7074,,,,0.7976,,,,,,1,,derived_from_table,MRI,,original,v2019,single,none,Gomma_2023_c1,derived_from_table;no_ci,inter-version,5.16,1,sole_estimate,,,,unclear,prospective,Other
C399,Sebastià_2026,inter-version,CT (four-phase),,v2005,v2019,2,Radiologist,3 years,,20 years,,,57,3,"III, IV, solid",,Cohen_unweighted,unweighted,-0.0869,,,,0.3684,,,,,,1,,,CT,,original,v2019,single,none,Sebastià_2026_c1,no_ci;extreme_value,inter-version,4.43,1,sole_estimate,,11.5,general,unclear,retrospective,Europe
C400,Rocca_2016,inter-modality,CEUS,CECT,,,2,,,,,,,42,4,"II, IIF, III, IV",,Cohen_unweighted,unweighted,0.649,,,,0.7381,,,,,,1,,derived_from_table,CEUS,CT,unspecified,unspecified,single,none,Rocca_2016_c1,derived_from_table;no_ci,inter-modality,5.58,1,sole_estimate,,,,unclear,,
C401,Pitra_2018,inter-reader,CT,,,,2,,,,,,,29,3,"I, II, IIF, III, IV",,Cohen_unweighted,unweighted,0.269,,,,,,,,,,1,,kappa_type_not_specified;weight_not_specified,CT,,original,original,single_pair,modality;n_categories,Pitra_2018_c1,kappa_type_not_specified;no_ci;small_sample;weight_not_specified,inter-reader,12.71,1,single_pair_direct,,,,unclear,retrospective,Europe
C402,Pitra_2018,inter-reader,MRI,,,,2,,,,,,,29,4,"I, II, IIF, III, IV",,Cohen_unweighted,unweighted,0.581,,,,,,,,,,1,,kappa_type_not_specified;weight_not_specified,MRI,,original,original,single_pair,modality;n_categories,Pitra_2018_c1,kappa_type_not_specified;no_ci;small_sample;weight_not_specified,inter-reader,12.71,0,,duplicate_within_study,,,unclear,retrospective,Europe
C403,Sebastià_2026,inter-reader,CT (four-phase),,v2019,,2,Radiologist,3 years,,20 years,,,57,5,,,kappa_unspecified,unspecified,0.56,,,,,,,,,,0,,kappa_type_not_specified;weight_not_specified,CT,,v2019,v2019,single_pair,none,Sebastià_2026_c1,kappa_type_not_specified;no_ci;weight_not_specified,inter-reader,12.43,1,sole_estimate,,11.5,general,unclear,retrospective,Europe
C404,Sebastià_2026,inter-reader,CT (four-phase),,,,2,,,,,,,33,5,,,kappa_unspecified,unspecified,0.92,,,,,,,,,,,not_bosniak_category,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C405,Verzotti_2019,inter-reader,CT,,,,2,,,,,,,36,5,,,Cohen_weighted,weighted_unspecified,,,,,,,,,,,,duplicate,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C406,Verzotti_2019,inter-reader,MRI,,,,2,,,,,,,36,5,,,Cohen_weighted,weighted_unspecified,,,,,,,,,,,,duplicate,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C407,Verzotti_2019,inter-reader,CEUS,,,,2,,,,,,,36,5,,,Cohen_weighted,weighted_unspecified,,,,,,,,,,,,duplicate,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C408,Yan_2021,inter-reader,CT or MRI,,v2019,,2,abdominal radiologist,1,abdominal radiologist,1,"blinded to pathology, demographics, original report",independent,73,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.469,,,,,,,,,,0,,,CT_MRI,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c1,no_ci,inter-reader,29.27,1,reported_overall_restored:0.357,,1.0,subspecialty,blinded,retrospective,North_America
C409,Yan_2021,inter-reader,CT or MRI,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,"blinded to pathology, demographics, original report",independent,73,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.345,,,,,,,,,,0,,,CT_MRI,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c1,no_ci,inter-reader,29.27,0,,reported_overall_available,1.5,subspecialty,blinded,retrospective,North_America
C410,Yan_2021,inter-reader,CT or MRI,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,"blinded to pathology, demographics, original report",independent,73,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,unspecified,0.257,,,,,,,,,,0,,,CT_MRI,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c1,no_ci,inter-reader,29.27,0,,reported_overall_available,1.5,subspecialty,blinded,retrospective,North_America
C411,Yan_2021,inter-reader,CT or MRI,,original,,2,abdominal radiologist,1,abdominal radiologist,1,,,73,5,,,Cohen,unspecified,0.336,,,,,,,,,,0,,,CT_MRI,,original,original,pairwise,modality;version;n_cysts,Yan_2021_c1,no_ci,inter-reader,29.27,0,,reported_overall_available,1.0,subspecialty,unclear,retrospective,North_America
C412,Yan_2021,inter-reader,CT or MRI,,original,,2,abdominal radiologist,1,abdominal radiologist,2,,,73,5,,,Cohen,unspecified,0.315,,,,,,,,,,0,,,CT_MRI,,original,original,pairwise,modality;version;n_cysts,Yan_2021_c1,no_ci,inter-reader,29.27,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C413,Yan_2021,inter-reader,CT or MRI,,original,,2,abdominal radiologist,1,abdominal radiologist,2,,,73,5,,,Cohen,unspecified,0.243,,,,,,,,,,0,,,CT_MRI,,original,original,pairwise,modality;version;n_cysts,Yan_2021_c1,no_ci,inter-reader,29.27,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C414,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,1,,,15,5,,,Cohen,unspecified,0.338,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c2,small_sample;no_ci,inter-reader,29.85,0,,reported_overall_available,1.0,subspecialty,unclear,retrospective,North_America
C415,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,15,5,,,Cohen,unspecified,0.426,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c2,small_sample;no_ci,inter-reader,29.85,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C416,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,15,5,,,Cohen,unspecified,0.138,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c2,small_sample;no_ci,inter-reader,29.85,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C417,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,1,,,15,5,,,Cohen,unspecified,0.115,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c2,small_sample;no_ci,inter-reader,29.85,0,,reported_overall_available,1.0,subspecialty,unclear,retrospective,North_America
C418,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,15,5,,,Cohen,unspecified,0.033,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c2,small_sample;no_ci,inter-reader,29.85,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C419,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,15,5,,,Cohen,unspecified,0.122,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c2,small_sample;no_ci,inter-reader,29.85,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C420,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,1,,,28,5,,,Cohen,unspecified,0.245,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.0,subspecialty,unclear,retrospective,North_America
C421,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,28,5,,,Cohen,unspecified,0.446,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C422,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,28,5,,,Cohen,unspecified,0.152,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C423,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,1,,,28,5,,,Cohen,unspecified,0.312,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.0,subspecialty,unclear,retrospective,North_America
C424,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,28,5,,,Cohen,unspecified,0.142,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C425,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,28,5,,,Cohen,unspecified,0.219,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C426,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,1,,,28,5,,,Cohen,unspecified,0.771,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.0,subspecialty,unclear,retrospective,North_America
C427,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,28,5,,,Cohen,unspecified,0.31,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
C428,Yan_2021,inter-reader,,,v2019,,2,abdominal radiologist,1,abdominal radiologist,2,,,28,5,,,Cohen,unspecified,0.423,,,,,,,,,,0,,,,,v2019,v2019,pairwise,modality;version;n_cysts,Yan_2021_c3,no_ci;small_sample,inter-reader,29.72,0,,reported_overall_available,1.5,subspecialty,unclear,retrospective,North_America
